Date,Open,High,Low,Close,Adj Close,Volume
2024-09-23,27.77,33.93,19.06,30.52,25.33,1674619
2024-09-24,25.58,30.45,18.43,20.99,22.28,4837047
2024-09-25,24.24,32.09,23.47,21.12,31.01,4000109
2024-09-26,29.06,34.4,21.22,24.97,30.28,4572401
2024-09-27,21.11,34.72,18.41,33.18,25.38,3444975
2024-09-30,24.93,32.34,24.96,29.36,20.35,4271557
2024-10-01,20.11,33.07,18.4,29.5,31.75,2176792
2024-10-02,24.69,30.84,22.87,25.07,20.16,2968183
2024-10-03,20.56,34.96,24.89,28.31,29.85,4735917
2024-10-04,21.19,31.16,19.67,20.14,33.58,2816250
2024-10-07,21.18,34.71,19.0,28.91,26.13,3272759
2024-10-08,26.49,33.25,18.85,32.79,23.29,1409319
2024-10-09,27.46,33.04,20.12,28.58,29.87,4768062
2024-10-10,25.83,32.56,18.71,32.23,31.44,3449308
2024-10-11,29.62,31.15,22.85,30.14,27.65,4748294
2024-10-14,23.75,30.88,18.44,21.69,33.54,1274535
2024-10-15,22.86,31.1,21.57,32.63,20.72,4248204
2024-10-16,28.69,30.93,24.98,20.93,27.07,1946405
2024-10-17,22.24,33.9,23.7,27.48,30.06,3480017
2024-10-18,29.63,31.75,22.31,21.99,32.08,1621825
2024-10-21,20.12,30.29,20.14,20.16,22.51,1917472
2024-10-22,29.7,34.85,22.37,25.91,31.2,3278581
2024-10-23,20.43,34.42,21.69,24.13,27.74,4363708
2024-10-24,28.91,34.64,20.98,26.8,25.55,4649279
2024-10-25,25.28,34.97,18.91,28.08,21.84,3004517
2024-10-28,29.93,30.87,24.21,20.61,32.11,1821935
2024-10-29,20.74,31.98,21.15,21.72,22.2,3062362
2024-10-30,25.54,33.79,19.36,27.82,24.34,4632403
2024-10-31,29.69,33.48,20.57,24.8,24.06,4221131
2024-11-01,25.23,30.77,20.9,30.21,32.2,3007338
2024-11-04,26.29,34.08,23.79,29.13,29.42,1588574
2024-11-05,26.96,31.12,23.14,31.84,31.15,3434138
2024-11-06,24.55,31.12,23.39,29.69,23.51,1104927
2024-11-07,26.28,32.68,18.08,26.02,28.75,2849916
2024-11-08,25.84,32.96,20.91,29.42,28.0,3582985
2024-11-11,29.01,32.9,21.37,23.86,31.66,4589570
2024-11-12,20.45,30.46,18.13,24.29,32.69,3396524
2024-11-13,22.81,34.39,19.82,31.05,20.17,1023386
2024-11-14,29.5,31.33,23.32,26.25,29.44,2226402
2024-11-15,28.9,30.65,18.96,31.18,20.73,4649886
2024-11-18,24.56,34.44,21.75,31.51,27.68,2339022
2024-11-19,26.2,34.78,19.51,32.01,24.03,2371535
2024-11-20,22.77,34.31,18.08,32.83,24.29,1252156
2024-11-21,21.88,34.05,19.69,26.03,24.94,4099404
2024-11-22,24.64,33.28,24.83,24.46,28.7,1849776
2024-11-25,23.53,32.75,23.61,28.15,24.68,1953122
2024-11-26,25.84,30.43,24.72,25.2,30.26,1469450
2024-11-27,20.78,32.04,21.41,28.42,25.66,1323258
2024-11-28,29.74,31.86,18.77,29.88,20.96,3345876
2024-11-29,29.86,31.3,21.84,29.64,30.97,3298354
2024-12-02,26.98,33.62,21.18,25.24,24.0,4171253
2024-12-03,25.36,32.48,23.91,22.34,26.06,4225546
2024-12-04,23.1,30.41,18.69,26.03,29.6,1114589
2024-12-05,28.14,31.1,21.42,22.0,24.65,2193982
2024-12-06,26.85,33.42,19.05,32.46,20.79,1619003
2024-12-09,21.63,30.38,20.27,24.84,25.23,1193839
2024-12-10,29.11,34.26,23.16,22.16,33.22,3890228
2024-12-11,28.23,32.48,21.33,20.36,28.98,3460450
2024-12-12,29.5,32.4,20.63,29.04,29.4,1506453
2024-12-13,27.26,32.96,20.76,28.92,28.85,4047589
2024-12-16,26.13,34.12,21.22,24.77,22.79,3354590
2024-12-17,24.18,31.74,23.5,21.0,25.86,3927053
2024-12-18,29.33,33.39,24.24,25.73,30.51,3524055
2024-12-19,28.66,32.83,24.69,24.36,21.42,3990193
2024-12-20,20.45,31.34,23.51,29.48,23.89,1445872
2024-12-23,20.26,34.39,20.21,28.48,23.87,3507743
2024-12-24,23.76,33.99,22.82,25.1,26.05,2555811
2024-12-25,28.11,33.29,21.06,23.05,33.73,4659679
2024-12-26,29.87,34.25,19.78,33.83,20.95,4473078
2024-12-27,21.5,34.34,23.89,26.36,27.26,1882894
2024-12-30,25.94,33.54,18.27,29.64,22.51,4837695
2024-12-31,23.81,34.19,24.31,21.97,33.59,2656042
2025-01-01,29.7,33.49,21.23,26.8,21.59,2990073
2025-01-02,28.42,33.4,22.46,20.39,25.65,4845474
2025-01-03,28.38,33.09,22.62,27.08,30.33,4924482
2025-01-06,24.69,33.76,24.27,33.5,29.86,3536655
2025-01-07,24.15,30.79,22.46,25.38,25.92,4232452
2025-01-08,22.73,34.4,22.3,20.55,24.85,1753492
2025-01-09,20.56,34.36,18.47,20.43,25.57,1096393
2025-01-10,28.65,30.15,21.63,25.43,23.7,4746328
2025-01-13,28.13,34.13,19.05,22.24,22.87,2910332
2025-01-14,30.0,30.64,23.16,20.33,26.76,3692636
2025-01-15,29.97,31.68,21.59,30.59,23.76,4740030
2025-01-16,25.55,33.72,22.76,26.42,24.02,3498578
2025-01-17,27.69,30.8,18.29,24.05,29.19,4812010
2025-01-20,29.45,34.09,18.59,32.6,33.56,2478081
2025-01-21,28.5,34.16,23.01,21.63,28.45,2570889
2025-01-22,22.47,32.54,18.5,33.38,21.08,4179068
2025-01-23,24.51,30.03,18.5,24.4,21.06,3399146
2025-01-24,21.29,31.44,18.08,32.44,33.32,4071640
2025-01-27,29.54,33.08,24.7,28.44,24.16,2545491
2025-01-28,26.06,34.91,23.16,31.57,21.29,1637999
2025-01-29,22.29,33.16,20.47,33.78,28.39,1739538
2025-01-30,26.72,31.3,20.08,24.04,28.73,2059670
2025-01-31,26.18,33.17,20.45,33.46,29.08,2922967
2025-02-03,23.58,32.7,23.42,25.45,23.74,1950922
2025-02-04,21.14,33.9,22.63,25.4,20.21,2840749
2025-02-05,26.72,30.53,19.3,24.77,33.51,2684449
2025-02-06,25.2,33.81,19.22,27.58,23.51,1465590
2025-02-07,27.72,32.71,18.69,22.16,29.46,2559067
2025-02-10,25.2,34.81,22.62,27.75,29.89,2433284
2025-02-11,28.52,31.71,23.35,27.58,28.54,2117374
2025-02-12,25.52,33.16,19.86,30.67,24.38,3999610
2025-02-13,25.61,34.66,18.15,31.67,23.8,3298756
2025-02-14,28.77,30.51,18.58,26.17,28.37,3207282
2025-02-17,24.03,34.69,24.78,24.23,32.13,3905748
2025-02-18,21.34,33.44,20.07,23.63,33.25,3788107
2025-02-19,20.29,30.34,23.38,22.72,21.48,1030257
2025-02-20,27.55,31.5,22.37,20.81,22.17,1407427
2025-02-21,26.2,33.54,20.67,24.79,33.23,3979573
2025-02-24,27.04,30.34,19.44,23.78,30.31,4019888
2025-02-25,22.13,32.91,18.85,33.53,32.36,1985257
2025-02-26,21.36,31.73,22.31,27.81,22.84,2101267
2025-02-27,20.15,33.1,23.42,24.86,28.23,3055845
2025-02-28,23.51,30.23,22.51,28.13,29.82,2652632
2025-03-03,25.9,34.36,21.71,21.95,29.52,1418829
2025-03-04,23.92,34.87,18.29,26.22,25.71,3635466
2025-03-05,24.37,34.84,24.78,28.77,20.22,3846602
2025-03-06,29.04,33.75,23.59,26.84,28.16,4438780
2025-03-07,23.48,30.65,20.05,25.62,23.54,1543898
2025-03-10,25.14,33.79,24.86,33.91,26.3,4323446
2025-03-11,27.84,30.12,22.21,32.32,33.41,2546933
2025-03-12,23.97,30.11,22.08,28.73,25.59,1325329
2025-03-13,26.22,31.62,23.24,27.97,31.76,3956151
2025-03-14,28.62,32.44,23.68,28.69,22.64,2227222
2025-03-17,29.5,33.85,22.6,22.82,29.41,2041482
2025-03-18,21.47,33.42,18.9,25.53,33.68,2566996
2025-03-19,29.27,32.23,20.37,20.55,21.43,4367851
2025-03-20,24.92,31.37,24.5,26.66,20.12,2543812
2025-03-21,22.58,34.99,19.57,27.6,26.07,3919766
2025-03-24,24.59,32.13,20.61,23.19,21.3,2951144
2025-03-25,29.8,32.26,21.02,33.5,30.48,4015226
2025-03-26,24.93,30.82,21.08,32.73,32.8,4636734
2025-03-27,23.29,33.97,22.29,30.11,26.08,3640728
2025-03-28,26.33,33.47,24.6,27.47,23.62,1865256
2025-03-31,22.4,31.1,19.68,32.18,26.08,2995957
2025-04-01,20.76,30.41,18.85,21.83,30.13,4754441
2025-04-02,21.29,33.4,19.38,31.07,20.13,1000917
2025-04-03,21.28,33.27,24.21,21.75,28.25,4109696
2025-04-04,21.52,31.37,22.52,31.12,28.59,1851007
2025-04-07,21.39,34.75,20.0,23.86,28.93,3956102
2025-04-08,26.41,30.76,23.71,32.28,23.39,3874627
2025-04-09,21.82,32.16,24.03,33.22,30.0,4184832
2025-04-10,23.46,34.72,23.93,22.08,21.28,3770574
2025-04-11,28.97,32.1,24.43,26.48,22.79,1279143
2025-04-14,24.74,33.19,19.77,33.73,32.28,1262091
2025-04-15,26.68,31.99,23.29,26.77,30.34,2503637
2025-04-16,21.72,31.37,21.22,32.09,20.19,1403157
2025-04-17,21.92,34.92,23.89,28.24,23.48,3682609
2025-04-18,20.41,32.05,23.1,25.25,23.0,4300270
2025-04-21,21.69,34.47,23.44,24.0,23.79,4275472
2025-04-22,22.79,31.15,22.59,22.85,23.47,2945692
2025-04-23,21.77,31.07,19.24,30.67,20.88,3156973
2025-04-24,20.89,30.16,21.82,25.41,26.43,4363469
2025-04-25,21.21,33.26,24.89,27.16,30.26,1249265
2025-04-28,24.61,31.84,24.56,26.89,28.49,3534803
2025-04-29,22.06,34.32,18.3,28.08,29.42,4543473
2025-04-30,23.64,32.37,19.15,32.12,21.14,4359855
2025-05-01,25.03,34.84,18.92,33.73,33.32,3371488
2025-05-02,26.9,30.93,23.08,25.71,31.74,2384822
2025-05-05,20.39,34.34,23.72,31.59,31.27,3300986
2025-05-06,27.99,33.88,19.49,30.7,31.52,2807402
2025-05-07,26.28,33.85,21.54,28.03,33.06,2949902
2025-05-08,20.82,34.22,23.88,33.38,27.62,2135371
2025-05-09,28.74,33.81,23.13,22.81,22.8,4310887
2025-05-12,29.21,33.13,21.8,21.53,28.63,1328821
2025-05-13,20.61,30.66,22.13,31.96,30.4,1659987
2025-05-14,22.77,30.16,21.56,26.15,30.33,1243877
2025-05-15,28.06,34.6,20.08,31.86,27.3,4345026
2025-05-16,27.48,33.08,21.96,32.5,20.96,2547419
2025-05-19,21.85,33.98,22.82,20.87,25.2,1920759
2025-05-20,22.09,32.41,24.11,32.37,32.89,2761369
2025-05-21,23.7,30.59,22.45,26.28,28.18,3233437
2025-05-22,24.85,30.63,23.33,27.15,27.54,4248140
2025-05-23,26.18,33.43,19.12,28.77,23.76,2592268
2025-05-26,23.69,32.15,21.23,32.97,25.16,3213697
2025-05-27,24.63,31.0,18.07,20.27,32.53,2467172
2025-05-28,27.47,32.46,19.73,26.68,29.33,4367856
2025-05-29,20.37,30.32,23.09,29.63,31.02,3771685
2025-05-30,22.52,32.91,24.94,30.12,26.36,2756963
